Year,Geography,Heterosexual contact,Injection drug use,Male-to-male sexual contact,Male-to-male sexual contact and injection drug use,Other
2014,"Hidalgo County, TX",250,91,598,45,10
2014,"Highland County, OH",Data suppressed,0,13,Data suppressed,0
2014,"Highland County, VA",0,0,0,0,0
2014,"Highlands County, FL",107,27,55,9,5
2014,"Hill County, MT",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Hill County, TX",11,Data suppressed,18,Data suppressed,0
2014,"Hillsborough County, FL","2,022",603,"3,131",286,100
2014,"Hillsborough County, NH",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Hillsdale County, MI",Data suppressed,Data suppressed,10,Data suppressed,0
2014,"Hinds County, MS",800,212,"1,072",84,37
2014,"Hinsdale County, CO",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Hitchcock County, NE",0,0,0,0,0
2014,"Hocking County, OH",5,Data suppressed,9,0,Data suppressed
2014,"Hockley County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Hodgeman County, KS",0,0,0,0,0
2014,"Hoke County, NC",55,18,60,7,0
2014,"Holmes County, FL",11,Data suppressed,9,Data suppressed,Data suppressed
2014,"Holmes County, MS",31,Data suppressed,29,Data suppressed,Data suppressed
2014,"Holmes County, OH",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Holt County, MO",0,0,0,0,0
2014,"Holt County, NE",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Honolulu County, HI",185,101,"1,079",121,19
2014,"Hood County, TX",11,5,28,Data suppressed,Data suppressed
2014,"Hood River County, OR",Data suppressed,Data suppressed,12,Data suppressed,0
2014,"Hooker County, NE",0,0,0,0,0
2014,"Hoonah-Angoon Census Area, AK",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Hopewell City, VA",28,13,41,0,0
2014,"Hopkins County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Hopkins County, TX",12,Data suppressed,18,Data suppressed,0
2014,"Horry County, SC",112,51,159,16,7
2014,"Hot Spring County, AR",10,9,18,7,0
2014,"Hot Springs County, WY",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Houghton County, MI",Data suppressed,Data suppressed,5,0,Data suppressed
2014,"Houston County, AL",105,20,124,Data suppressed,Data suppressed
2014,"Houston County, GA",124,28,131,Data suppressed,Data suppressed
2014,"Houston County, MN",Data suppressed,Data suppressed,Data suppressed,Data suppressed,Data suppressed
2014,"Houston County, TN",Data suppressed,Data suppressed,Data suppressed,0,0
2014,"Houston County, TX",51,34,38,Data suppressed,Data suppressed
2014,"Howard County, AR",Data suppressed,Data suppressed,8,Data suppressed,0
