Year,Geography,Female,,Male,
2015,"Le Sueur County, MN",0,0,8,69.5
2015,"Lea County, NM",6,22.4,40,140.2
2015,"Leake County, MS",12,130.7,26,275.2
2015,"Leavenworth County, KS",22,72.9,125,355.5
2015,"Lebanon County, PA",49,83,83,148.8
2015,"Lee County, AL",70,103.4,179,274.9
2015,"Lee County, AR",8,222.8,47,987.2
2015,"Lee County, FL",623,199.3,"1,380",466.7
2015,"Lee County, GA",12,100.8,25,211.6
2015,"Lee County, IA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Lee County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Lee County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Lee County, MS",33,90.7,137,419.1
2015,"Lee County, NC",63,250,100,424.1
2015,"Lee County, SC",41,556.4,64,814.9
2015,"Lee County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Lee County, VA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Leelanau County, MI",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Leflore County, MS",42,320.1,72,655.1
2015,"Lehigh County, PA",327,209.3,582,400
2015,"Lemhi County, ID",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Lenawee County, MI",11,26.5,37,87.7
2015,"Lenoir County, NC",77,300.1,129,558.9
2015,"Leon County, FL",394,300.5,779,670.1
2015,"Leon County, TX",12,167.3,13,183.8
2015,"Leslie County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Letcher County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Levy County, FL",25,143.4,57,343.8
2015,"Lewis And Clark County, MT",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Lewis County, ID",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Lewis County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Lewis County, MO",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Lewis County, NY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Lewis County, TN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Lewis County, WA",9,28,35,110.2
2015,"Lewis County, WV",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Lexington City, VA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Lexington County, SC",190,156.6,521,459.3
2015,"Liberty County, FL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Liberty County, GA",73,310.2,94,383.5
2015,"Liberty County, MT",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Liberty County, TX",154,462.8,118,370.2
2015,"Licking County, OH",27,36.9,126,182.2
2015,"Limestone County, AL",28,73.3,73,190
2015,"Limestone County, TX",6,63,21,207.8
2015,"Lincoln County, AR",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Lincoln County, CO",0,0,5,178.1
2015,"Lincoln County, GA",6,173.8,10,309.4
2015,"Lincoln County, ID",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Lincoln County, KS",0,0,0,0
2015,"Lincoln County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Lincoln County, ME",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Lincoln County, MN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Lincoln County, MO",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Lincoln County, MS",19,126.1,30,223.8
2015,"Lincoln County, MT",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Lincoln County, NC",8,23.1,61,180.9
2015,"Lincoln County, NE",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Lincoln County, NM",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Lincoln County, NV",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Lincoln County, OK",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Lincoln County, OR",10,46.6,33,167.5
2015,"Lincoln County, SD",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Lincoln County, TN",10,68.7,17,123.4
2015,"Lincoln County, WA",0,0,7,158.7
2015,"Lincoln County, WI",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Lincoln County, WV",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Lincoln County, WY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Lincoln Parish, LA",20,95.8,64,326.8
2015,"Linn County, IA",54,57.9,170,189.7
2015,"Linn County, KS",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Linn County, MO",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Linn County, OR",16,31.3,71,144.3
2015,"Lipscomb County, TX",0,0,0,0
2015,"Litchfield County, CT",46,56.1,178,225.8
2015,"Little River County, AR",9,165,15,296.9
2015,"Live Oak County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Livingston County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Livingston County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Livingston County, MI",11,13.8,52,65.5
2015,"Livingston County, MO",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Livingston County, NY",19,67.9,108,382.7
2015,"Livingston Parish, LA",63,110.4,151,276.2
2015,"Llano County, TX",5,53.8,19,220
2015,"Logan County, AR",5,53.9,9,98.8
2015,"Logan County, CO",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Logan County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Logan County, KS",0,0,0,0
2015,"Logan County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Logan County, ND",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Logan County, NE",0,0,0,0
2015,"Logan County, OH",6,31.2,13,70.1
2015,"Logan County, OK",6,31.3,25,135
2015,"Logan County, WV",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Long County, GA",5,72.7,6,84.2
2015,"Lonoke County, AR",11,37.1,43,151.2
2015,"Lorain County, OH",74,56.3,316,251.5
2015,"Los Alamos County, NM",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Los Angeles County, CA","5,494",127.1,"42,372",1023.5
2015,"Loudon County, TN",11,49,38,178.6
2015,"Loudoun County, VA",87,58,207,142.9
2015,"Louisa County, IA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Louisa County, VA",10,66.7,28,194.2
2015,"Loup County, NE",0,0,0,0
2015,"Love County, OK",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Loving County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Lowndes County, AL",21,458.6,34,838.2
2015,"Lowndes County, GA",244,507.1,263,582.3
2015,"Lowndes County, MS",43,164.2,85,366.2
2015,"Lubbock County, TX",92,73.6,359,298
2015,"Lucas County, IA",0,0,5,138.1
2015,"Lucas County, OH",235,125.2,623,359.9
2015,"Luce County, MI",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Lumpkin County, GA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Luna County, NM",5,50.6,11,111.9
2015,"Lunenburg County, VA",5,99.5,27,478.3
2015,"Luzerne County, PA",94,67.3,208,154.5
2015,"Lycoming County, PA",63,124.7,112,233.5
2015,"Lyman County, SD",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Lynchburg City, VA",60,164.2,115,366.3
2015,"Lynn County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Lyon County, IA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Lyon County, KS",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Lyon County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Lyon County, MN",5,46.9,6,57.8
2015,"Lyon County, NV",9,41.7,33,147.9
2015,"Mackinac County, MI",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Macomb County, MI",187,49.2,780,220
2015,"Macon County, AL",22,238.7,52,676.2
2015,"Macon County, GA",17,320.1,31,475.9
2015,"Macon County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Macon County, MO",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Macon County, NC",6,39,35,247.1
2015,"Macon County, TN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Macoupin County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Madera County, CA",74,115.1,94,160.7
2015,"Madison County, AL",137,89.4,523,362.8
2015,"Madison County, AR",7,106,12,184.3
2015,"Madison County, FL",24,320.6,117,1390
2015,"Madison County, GA",7,57.7,13,112.1
2015,"Madison County, IA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Madison County, ID",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Madison County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Madison County, IN",39,70.9,128,236.1
2015,"Madison County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Madison County, MO",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Madison County, MS",87,196.4,162,409.9
2015,"Madison County, MT",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Madison County, NC",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Madison County, NE",0,0,12,84.7
2015,"Madison County, NY",7,22.1,37,122.3
2015,"Madison County, OH",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Madison County, TN",59,135.4,163,428.5
2015,"Madison County, TX",8,163.9,28,405.1
2015,"Madison County, VA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Madison Parish, LA",15,313.1,16,338.9
2015,"Magoffin County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Mahaska County, IA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Mahnomen County, MN",0,0,0,0
2015,"Mahoning County, OH",132,128.2,346,360.4
2015,"Major County, OK",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Malheur County, OR",5,45.2,30,220.9
2015,"Manassas City, VA",28,168.1,46,278.5
2015,"Manassas Park City, VA",6,94.8,14,213.5
2015,"Manatee County, FL",328,201.2,679,452.2
2015,"Manistee County, MI",0,0,5,44.6
2015,"Manitowoc County, WI",8,23.4,28,83.2
2015,"Marathon County, WI",8,14.2,50,88.6
2015,"Marengo County, AL",9,102.3,19,245.5
2015,"Maricopa County, AZ","1,482",84.9,"8,767",520.5
2015,"Maries County, MO",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Marin County, CA",76,66.1,714,659.7
2015,"Marinette County, WI",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Marion County, AL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Marion County, AR",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Marion County, FL",433,278.1,566,401.6
2015,"Marion County, GA",5,137.2,14,388.2
2015,"Marion County, IA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Marion County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Marion County, IN",870,216.2,"3,458",949.3
2015,"Marion County, KS",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Marion County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Marion County, MO",0,0,18,156.4
2015,"Marion County, MS",17,155,39,387.1
2015,"Marion County, OH",7,26.9,86,290.8
2015,"Marion County, OR",51,37.5,364,273.3
2015,"Marion County, SC",70,482.3,87,731.8
2015,"Marion County, TN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Marion County, TX",6,133,12,278.4
2015,"Marion County, WV",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Mariposa County, CA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Marlboro County, SC",36,325.4,69,548.8
2015,"Marquette County, MI",5,17.2,22,74.4
2015,"Marquette County, WI",0,0,14,213.6
2015,"Marshall County, AL",22,55.3,62,163.3
2015,"Marshall County, IA",6,36.6,20,120.8
2015,"Marshall County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Marshall County, IN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Marshall County, KS",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Marshall County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Marshall County, MN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Marshall County, MS",21,137.3,52,348.8
2015,"Marshall County, OK",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Marshall County, SD",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Marshall County, TN",14,103.1,22,172.6
2015,"Marshall County, WV",7,49.7,16,117.8
2015,"Martin County, FL",92,131.8,301,443.6
2015,"Martin County, IN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Martin County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Martin County, MN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Martin County, NC",21,196.4,41,444.5
2015,"Martin County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Martinsville City, VA",10,164.9,20,408.3
2015,"Mason County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Mason County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Mason County, MI",5,40.3,8,65.8
2015,"Mason County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Mason County, WA",8,31.4,65,239.9
2015,"Mason County, WV",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Massac County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Matagorda County, TX",19,126.6,45,301.2
2015,"Matanuska-Susitna Borough, AK",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Mathews County, VA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Maui County, HI",28,40.5,258,378.8
2015,"Maury County, TN",23,60.8,92,267
2015,"Maverick County, TX",12,53.4,61,276.9
2015,"Mayes County, OK",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Mcclain County, OK",6,38.1,25,163.8
2015,"Mccone County, MT",0,0,0,0
2015,"Mccook County, SD",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Mccormick County, SC",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Mccracken County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Mccreary County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Mcculloch County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Mccurtain County, OK",5,36,12,91.2
2015,"Mcdonald County, MO",6,64.9,17,181.4
2015,"Mcdonough County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Mcdowell County, NC",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Mcdowell County, WV",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Mcduffie County, GA",13,137.7,33,406.6
2015,"Mchenry County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Mchenry County, ND",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Mcintosh County, GA",16,254.4,20,334.5
2015,"Mcintosh County, ND",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Mcintosh County, OK",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Mckean County, PA",5,28.2,14,75
2015,"Mckenzie County, ND",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Mckinley County, NM",26,86.2,73,266.4
2015,"Mclean County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Mclean County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Mclean County, ND",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Mclennan County, TX",119,114.4,288,295.9
2015,"Mcleod County, MN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Mcminn County, TN",12,52,44,204.3
2015,"Mcmullen County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Mcnairy County, TN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Mcpherson County, KS",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Mcpherson County, NE",0,0,0,0
2015,"Mcpherson County, SD",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Meade County, KS",0,0,0,0
2015,"Meade County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Meade County, SD",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Meagher County, MT",0,0,0,0
2015,"Mecklenburg County, NC","1,492",334.1,"3,747",929.9
2015,"Mecklenburg County, VA",24,171.4,61,473.5
2015,"Mecosta County, MI",8,42.9,13,69.4
2015,"Medina County, OH",15,19.9,61,83.9
2015,"Medina County, TX",8,41.2,56,267
2015,"Meeker County, MN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Meigs County, OH",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Meigs County, TN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Mellette County, SD",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Menard County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Menard County, TX",0,0,0,0
2015,"Mendocino County, CA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Menifee County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Menominee County, MI",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Menominee County, WI",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Merced County, CA",38,36.5,172,163.7
2015,"Mercer County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Mercer County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Mercer County, MO",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Mercer County, ND",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Mercer County, NJ",448,278.6,919,607.1
2015,"Mercer County, OH",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Mercer County, PA",18,35.9,61,126.7
2015,"Mercer County, WV",8,29.2,30,121.9
2015,"Meriwether County, GA",13,139,27,319.4
2015,"Merrick County, NE",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Merrimack County, NH",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Mesa County, CO",27,42.7,88,143.9
2015,"Metcalfe County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Miami County, IN",7,49.9,36,218
2015,"Miami County, KS",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Miami County, OH",16,35.9,44,103.3
2015,"Miami-Dade County, FL","6,830",574.7,"18,526",1678.9
2015,"Middlesex County, CT",81,109.9,189,272.9
2015,"Middlesex County, MA","1,125",161,"2,524",383.7
2015,"Middlesex County, NJ",708,199.3,"1,246",366.1
2015,"Middlesex County, VA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Midland County, MI",6,16.5,23,66.1
2015,"Midland County, TX",37,57.8,134,208.7
2015,"Mifflin County, PA",5,24.9,10,52.9
2015,"Milam County, TX",11,106.6,30,306.7
2015,"Millard County, UT",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Mille Lacs County, MN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Miller County, AR",20,107.9,68,384.4
2015,"Miller County, GA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Miller County, MO",0,0,6,58.3
2015,"Mills County, IA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Mills County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Milwaukee County, WI",610,148.4,"2,185",581
2015,"Miner County, SD",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Mineral County, CO",0,0,0,0
2015,"Mineral County, MT",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Mineral County, NV",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Mineral County, WV",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Mingo County, WV",0,0,7,67.8
2015,"Minidoka County, ID",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Minnehaha County, SD",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Missaukee County, MI",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Mississippi County, AR",29,157.4,40,235.3
2015,"Mississippi County, MO",16,298.4,38,595.6
2015,"Missoula County, MT",13,26.5,106,216.1
2015,"Mitchell County, GA",29,323.1,51,526.9
2015,"Mitchell County, IA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Mitchell County, KS",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Mitchell County, NC",0,0,12,186.3
2015,"Mitchell County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Mobile County, AL",561,308.4,"1,150",708.2
2015,"Modoc County, CA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Moffat County, CO",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Mohave County, AZ",36,40.6,176,195.5
2015,"Moniteau County, MO",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Monmouth County, NJ",528,192,"1,124",438.6
2015,"Mono County, CA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Monona County, IA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Monongalia County, WV",10,22.5,79,166.3
2015,"Monroe County, AL",6,61.8,34,393.5
2015,"Monroe County, AR",6,177.5,7,238
2015,"Monroe County, FL",59,182.1,494,1378.9
2015,"Monroe County, GA",21,182.6,23,201.1
2015,"Monroe County, IA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Monroe County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Monroe County, IN",35,54.3,156,246.4
2015,"Monroe County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Monroe County, MI",9,14,67,107.7
2015,"Monroe County, MO",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Monroe County, MS",11,69.3,18,127
2015,"Monroe County, NY",600,181.6,"1,599",528
2015,"Monroe County, OH",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Monroe County, PA",101,137.8,173,243.6
2015,"Monroe County, TN",9,45.8,21,110.6
2015,"Monroe County, WI",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Monroe County, WV",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Montague County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Montcalm County, MI",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Monterey County, CA",101,59.4,517,292.6
2015,"Montezuma County, CO",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Montgomery County, AL",387,385.7,939,1068.5
2015,"Montgomery County, AR",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Montgomery County, GA",8,219.8,7,177.1
2015,"Montgomery County, IA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Montgomery County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Montgomery County, IN",5,31.6,20,124.3
2015,"Montgomery County, KS",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Montgomery County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Montgomery County, MD","1,376",306.3,"2,212",539.9
2015,"Montgomery County, MO",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Montgomery County, MS",12,265.4,15,376.3
2015,"Montgomery County, NC",20,168.7,23,205.9
2015,"Montgomery County, NY",26,122,43,212.8
2015,"Montgomery County, OH",265,113.2,999,470.1
2015,"Montgomery County, PA",148,41.3,444,133.4
2015,"Montgomery County, TN",59,76.8,212,278.2
2015,"Montgomery County, TX",158,71.7,567,265.3
2015,"Montgomery County, VA",9,21.8,47,104.9
2015,"Montmorency County, MI",0,0,5,118.6
2015,"Montour County, PA",7,84.7,5,68
2015,"Montrose County, CO",5,28.6,13,78
2015,"Moody County, SD",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Moore County, NC",34,81,88,232.9
2015,"Moore County, TN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Moore County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Mora County, NM",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Morehouse Parish, LA",23,202.1,34,331.4
2015,"Morgan County, AL",31,60.7,108,221
2015,"Morgan County, CO",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Morgan County, GA",5,63.4,20,275.9
2015,"Morgan County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Morgan County, IN",10,33.7,35,121.8
2015,"Morgan County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Morgan County, MO",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Morgan County, OH",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Morgan County, TN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Morgan County, UT",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Morgan County, WV",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Morrill County, NE",0,0,0,0
2015,"Morris County, KS",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Morris County, NJ",216,99.9,582,284.6
2015,"Morris County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Morrison County, MN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Morrow County, OH",6,41,12,82.4
2015,"Morrow County, OR",5,114.2,9,195.5
2015,"Morton County, KS",0,0,0,0
2015,"Morton County, ND",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Motley County, TX",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Moultrie County, IL",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Mountrail County, ND",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Mower County, MN",5,30.8,11,67.9
2015,"Muhlenberg County, KY",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Multnomah County, OR",261,76.2,"2,851",857.5
2015,"Murray County, GA",7,42.4,27,170.5
2015,"Murray County, MN",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Murray County, OK",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Muscatine County, IA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Muscogee County, GA",307,368.2,599,759.8
2015,"Muskegon County, MI",28,38.6,117,164.4
2015,"Muskingum County, OH",13,34.7,44,127.1
2015,"Muskogee County, OK",22,74.7,68,246.8
2015,"Musselshell County, MT",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Nacogdoches County, TX",28,97.9,72,281.8
2015,"Nance County, NE",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Nantucket County, MA",Data suppressed,Data suppressed,Data suppressed,Data suppressed
2015,"Napa County, CA",36,59.6,239,402.6
2015,"Nash County, NC",73,175.6,178,473.7
2015,"Nassau County, FL",33,96.3,75,229.2
