State,County,Geography,FIPS,Cases,Rate per 100000,Population,Indicator,Year
VA,Shenandoah County,"Shenandoah County, VA",51171,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
MN,Sherburne County,"Sherburne County, MN",27141,5,6.4,"78,164",HIV diagnoses,2018
WY,Sheridan County,"Sheridan County, WY",56033,0,0,"25,615",HIV diagnoses,2018
ND,Sheridan County,"Sheridan County, ND",38083,0,0,"1,170",HIV diagnoses,2018
NE,Sheridan County,"Sheridan County, NE",31161,0,0,"4,369",HIV diagnoses,2018
MT,Sheridan County,"Sheridan County, MT",30091,0,0,"2,909",HIV diagnoses,2018
KS,Sheridan County,"Sheridan County, KS",20179,0,0,"2,082",HIV diagnoses,2018
TX,Sherman County,"Sherman County, TX",48421,0,0,"2,461",HIV diagnoses,2018
OR,Sherman County,"Sherman County, OR",41055,0,0,"1,488",HIV diagnoses,2018
NE,Sherman County,"Sherman County, NE",31163,0,0,"2,590",HIV diagnoses,2018
KS,Sherman County,"Sherman County, KS",20181,0,0,"4,874",HIV diagnoses,2018
MI,Shiawassee County,"Shiawassee County, MI",26155,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
ID,Shoshone County,"Shoshone County, ID",16079,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
MN,Sibley County,"Sibley County, MN",27143,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
CA,Sierra County,"Sierra County, CA",6091,0,0,"2,637",HIV diagnoses,2018
NM,Sierra County,"Sierra County, NM",35051,0,0,"9,695",HIV diagnoses,2018
MT,Silver Bow County,"Silver Bow County, MT",30093,0,0,"29,810",HIV diagnoses,2018
MS,Simpson County,"Simpson County, MS",28127,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
KY,Simpson County,"Simpson County, KY",21213,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
ND,Sioux County,"Sioux County, ND",38085,0,0,"3,221",HIV diagnoses,2018
NE,Sioux County,"Sioux County, NE",31165,0,0,"1,046",HIV diagnoses,2018
IA,Sioux County,"Sioux County, IA",19167,0,0,"28,133",HIV diagnoses,2018
CA,Siskiyou County,"Siskiyou County, CA",6093,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
AK,Sitka City and Borough,"Sitka City and Borough, AK",2220,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
WA,Skagit County,"Skagit County, WA",53057,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
AK,Skagway Municipality,"Skagway Municipality, AK",2230,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
WA,Skamania County,"Skamania County, WA",53059,0,0,"10,395",HIV diagnoses,2018
ND,Slope County,"Slope County, ND",38087,0,0,647,HIV diagnoses,2018
TX,Smith County,"Smith County, TX",48423,21,11.1,"189,400",HIV diagnoses,2018
TN,Smith County,"Smith County, TN",47159,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
MS,Smith County,"Smith County, MS",28129,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
KS,Smith County,"Smith County, KS",20183,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
VA,Smyth County,"Smyth County, VA",51173,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
WA,Snohomish County,"Snohomish County, WA",53061,36,5.3,"680,613",HIV diagnoses,2018
PA,Snyder County,"Snyder County, PA",42109,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
NM,Socorro County,"Socorro County, NM",35053,0,0,"14,040",HIV diagnoses,2018
CA,Solano County,"Solano County, CA",6095,43,11.5,"375,529",HIV diagnoses,2018
PA,Somerset County,"Somerset County, PA",42111,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
NJ,Somerset County,"Somerset County, NJ",34035,37,13.1,"281,950",HIV diagnoses,2018
MD,Somerset County,"Somerset County, MD",24039,5,22.3,"22,469",HIV diagnoses,2018
ME,Somerset County,"Somerset County, ME",23025,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
TX,Somervell County,"Somervell County, TX",48425,0,0,"7,642",HIV diagnoses,2018
CA,Sonoma County,"Sonoma County, CA",6097,33,7.7,"430,793",HIV diagnoses,2018
VA,Southampton County,"Southampton County, VA",51175,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
AK,Southeast Fairbanks Census Area,"Southeast Fairbanks Census Area, AK",2240,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
GA,Spalding County,"Spalding County, GA",13255,14,25.5,"54,905",HIV diagnoses,2018
SC,Spartanburg County,"Spartanburg County, SC",45083,30,11.4,"262,209",HIV diagnoses,2018
KY,Spencer County,"Spencer County, KY",21215,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
IN,Spencer County,"Spencer County, IN",18147,0,0,"17,284",HIV diagnoses,2018
SD,Spink County,"Spink County, SD",46115,0,0,"5,455",HIV diagnoses,2018
WA,Spokane County,"Spokane County, WA",53063,22,5.1,"432,302",HIV diagnoses,2018
VA,Spotsylvania County,"Spotsylvania County, VA",51177,10,9,"111,175",HIV diagnoses,2018
LA,St. Bernard Parish,"St. Bernard Parish, LA",22087,6,16,"37,558",HIV diagnoses,2018
MO,St. Charles County,"St. Charles County, MO",29183,21,6.3,"333,612",HIV diagnoses,2018
LA,St. Charles Parish,"St. Charles Parish, LA",22089,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
AL,St. Clair County,"St. Clair County, AL",1115,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
MO,St. Clair County,"St. Clair County, MO",29185,0,0,"8,076",HIV diagnoses,2018
MI,St. Clair County,"St. Clair County, MI",26147,5,3.7,"136,677",HIV diagnoses,2018
IL,St. Clair County,"St. Clair County, IL",17163,25,11.5,"217,428",HIV diagnoses,2018
WI,St. Croix County,"St. Croix County, WI",55109,0,0,"74,141",HIV diagnoses,2018
AR,St. Francis County,"St. Francis County, AR",5123,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
MO,St. Francois County,"St. Francois County, MO",29187,0,0,"56,803",HIV diagnoses,2018
LA,St. Helena Parish,"St. Helena Parish, LA",22091,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
LA,St. James Parish,"St. James Parish, LA",22093,7,39.6,"17,660",HIV diagnoses,2018
LA,St. John The Baptist Parish,"St. John The Baptist Parish, LA",22095,9,25.2,"35,657",HIV diagnoses,2018
FL,St. Johns County,"St. Johns County, FL",12109,8,3.7,"216,219",HIV diagnoses,2018
MI,St. Joseph County,"St. Joseph County, MI",26149,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
IN,St. Joseph County,"St. Joseph County, IN",18141,26,11.6,"224,857",HIV diagnoses,2018
LA,St. Landry Parish,"St. Landry Parish, LA",22097,26,39.1,"66,565",HIV diagnoses,2018
NY,St. Lawrence County,"St. Lawrence County, NY",36089,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
MO,St. Louis City,"St. Louis City, MO",29510,93,35.9,"259,307",HIV diagnoses,2018
MO,St. Louis County,"St. Louis County, MO",29189,90,10.7,"840,761",HIV diagnoses,2018
MN,St. Louis County,"St. Louis County, MN",27137,5,2.9,"172,646",HIV diagnoses,2018
FL,St. Lucie County,"St. Lucie County, FL",12111,49,17.7,"276,499",HIV diagnoses,2018
LA,St. Martin Parish,"St. Martin Parish, LA",22099,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
LA,St. Mary Parish,"St. Mary Parish, LA",22101,5,12.2,"41,122",HIV diagnoses,2018
MD,St. Mary's County,"St. Mary's County, MD",24037,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
LA,St. Tammany Parish,"St. Tammany Parish, LA",22103,18,8.4,"214,743",HIV diagnoses,2018
VA,Stafford County,"Stafford County, VA",51179,8,6.5,"122,694",HIV diagnoses,2018
KS,Stafford County,"Stafford County, KS",20185,0,0,"3,472",HIV diagnoses,2018
CA,Stanislaus County,"Stanislaus County, CA",6099,59,13.3,"442,744",HIV diagnoses,2018
SD,Stanley County,"Stanley County, SD",46117,0,0,"2,498",HIV diagnoses,2018
NC,Stanly County,"Stanly County, NC",37167,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
NE,Stanton County,"Stanton County, NE",31167,0,0,"4,925",HIV diagnoses,2018
KS,Stanton County,"Stanton County, KS",20187,0,0,"1,614",HIV diagnoses,2018
OH,Stark County,"Stark County, OH",39151,33,10.5,"315,539",HIV diagnoses,2018
ND,Stark County,"Stark County, ND",38089,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
IL,Stark County,"Stark County, IL",17175,0,0,"4,616",HIV diagnoses,2018
IN,Starke County,"Starke County, IN",18149,0,0,"19,264",HIV diagnoses,2018
TX,Starr County,"Starr County, TX",48427,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
VA,Staunton City,"Staunton City, VA",51790,0,0,"21,300",HIV diagnoses,2018
MO,Ste. Genevieve County,"Ste. Genevieve County, MO",29186,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
MN,Stearns County,"Stearns County, MN",27145,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
ND,Steele County,"Steele County, ND",38091,0,0,"1,594",HIV diagnoses,2018
MN,Steele County,"Steele County, MN",27147,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
TX,Stephens County,"Stephens County, TX",48429,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
GA,Stephens County,"Stephens County, GA",13257,0,0,"21,919",HIV diagnoses,2018
OK,Stephens County,"Stephens County, OK",40137,0,0,"36,234",HIV diagnoses,2018
IL,Stephenson County,"Stephenson County, IL",17177,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
TX,Sterling County,"Sterling County, TX",48431,0,0,"1,045",HIV diagnoses,2018
NY,Steuben County,"Steuben County, NY",36101,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
IN,Steuben County,"Steuben County, IN",18151,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
WA,Stevens County,"Stevens County, WA",53065,0,0,"38,394",HIV diagnoses,2018
MN,Stevens County,"Stevens County, MN",27149,0,0,"8,275",HIV diagnoses,2018
KS,Stevens County,"Stevens County, KS",20189,0,0,"4,425",HIV diagnoses,2018
GA,Stewart County,"Stewart County, GA",13259,8,141.7,"5,645",HIV diagnoses,2018
TN,Stewart County,"Stewart County, TN",47161,0,0,"11,606",HIV diagnoses,2018
MT,Stillwater County,"Stillwater County, MT",30095,0,0,"8,177",HIV diagnoses,2018
MO,Stoddard County,"Stoddard County, MO",29207,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
NC,Stokes County,"Stokes County, NC",37169,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
AR,Stone County,"Stone County, AR",5137,0,0,"10,783",HIV diagnoses,2018
MO,Stone County,"Stone County, MO",29209,0,0,"28,192",HIV diagnoses,2018
MS,Stone County,"Stone County, MS",28131,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
TX,Stonewall County,"Stonewall County, TX",48433,0,0,"1,157",HIV diagnoses,2018
NV,Storey County,"Storey County, NV",32029,0,0,"3,709",HIV diagnoses,2018
IA,Story County,"Story County, IA",19169,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
NH,Strafford County,"Strafford County, NH",33017,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
ND,Stutsman County,"Stutsman County, ND",38093,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
WY,Sublette County,"Sublette County, WY",56035,0,0,"8,240",HIV diagnoses,2018
VA,Suffolk City,"Suffolk City, VA",51800,13,17.3,"75,232",HIV diagnoses,2018
NY,Suffolk County,"Suffolk County, NY",36103,107,8.5,"1,264,536",HIV diagnoses,2018
MA,Suffolk County,"Suffolk County, MA",25025,150,21.2,"708,483",HIV diagnoses,2018
TN,Sullivan County,"Sullivan County, TN",47163,11,8.1,"136,459",HIV diagnoses,2018
PA,Sullivan County,"Sullivan County, PA",42113,0,0,"5,640",HIV diagnoses,2018
NY,Sullivan County,"Sullivan County, NY",36105,5,7.8,"64,126",HIV diagnoses,2018
NH,Sullivan County,"Sullivan County, NH",33019,0,0,"37,538",HIV diagnoses,2018
MO,Sullivan County,"Sullivan County, MO",29211,0,0,"5,204",HIV diagnoses,2018
IN,Sullivan County,"Sullivan County, IN",18153,0,0,"17,908",HIV diagnoses,2018
SD,Sully County,"Sully County, SD",46119,0,0,"1,180",HIV diagnoses,2018
WV,Summers County,"Summers County, WV",54089,0,0,"11,331",HIV diagnoses,2018
UT,Summit County,"Summit County, UT",49043,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
CO,Summit County,"Summit County, CO",8117,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
OH,Summit County,"Summit County, OH",39153,46,10,"461,815",HIV diagnoses,2018
TN,Sumner County,"Sumner County, TN",47165,9,5.8,"156,024",HIV diagnoses,2018
KS,Sumner County,"Sumner County, KS",20191,0,0,"19,037",HIV diagnoses,2018
GA,Sumter County,"Sumter County, GA",13261,12,48.2,"24,877",HIV diagnoses,2018
FL,Sumter County,"Sumter County, FL",12119,9,7.4,"122,146",HIV diagnoses,2018
AL,Sumter County,"Sumter County, AL",1119,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
SC,Sumter County,"Sumter County, SC",45085,26,29.5,"88,009",HIV diagnoses,2018
MS,Sunflower County,"Sunflower County, MS",28133,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
VA,Surry County,"Surry County, VA",51181,0,0,"5,736",HIV diagnoses,2018
NC,Surry County,"Surry County, NC",37171,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
PA,Susquehanna County,"Susquehanna County, PA",42115,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
VA,Sussex County,"Sussex County, VA",51183,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
DE,Sussex County,"Sussex County, DE",10005,11,5.5,"198,591",HIV diagnoses,2018
NJ,Sussex County,"Sussex County, NJ",34037,7,5.7,"122,212",HIV diagnoses,2018
CA,Sutter County,"Sutter County, CA",6101,5,6.3,"78,935",HIV diagnoses,2018
TX,Sutton County,"Sutton County, TX",48435,0,0,"3,128",HIV diagnoses,2018
FL,Suwannee County,"Suwannee County, FL",12121,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
NC,Swain County,"Swain County, NC",37173,0,0,"11,933",HIV diagnoses,2018
MT,Sweet Grass County,"Sweet Grass County, MT",30097,0,0,"3,206",HIV diagnoses,2018
WY,Sweetwater County,"Sweetwater County, WY",56037,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
MN,Swift County,"Swift County, MN",27151,0,0,"7,794",HIV diagnoses,2018
TX,Swisher County,"Swisher County, TX",48437,0,0,"6,120",HIV diagnoses,2018
IN,Switzerland County,"Switzerland County, IN",18155,0,0,"8,820",HIV diagnoses,2018
GA,Talbot County,"Talbot County, GA",13263,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
MD,Talbot County,"Talbot County, MD",24041,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
GA,Taliaferro County,"Taliaferro County, GA",13265,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
AL,Talladega County,"Talladega County, AL",1121,7,10.3,"68,041",HIV diagnoses,2018
MS,Tallahatchie County,"Tallahatchie County, MS",28135,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
AL,Tallapoosa County,"Tallapoosa County, AL",1123,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
IA,Tama County,"Tama County, IA",19171,0,0,"14,043",HIV diagnoses,2018
MO,Taney County,"Taney County, MO",29213,0,0,"47,469",HIV diagnoses,2018
LA,Tangipahoa Parish,"Tangipahoa Parish, LA",22105,22,20.1,"109,558",HIV diagnoses,2018
NM,Taos County,"Taos County, NM",35055,0,0,"28,812",HIV diagnoses,2018
TX,Tarrant County,"Tarrant County, TX",48439,274,16.2,"1,691,562",HIV diagnoses,2018
MS,Tate County,"Tate County, MS",28137,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
GA,Tattnall County,"Tattnall County, GA",13267,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
WI,Taylor County,"Taylor County, WI",55119,0,0,"17,091",HIV diagnoses,2018
WV,Taylor County,"Taylor County, WV",54091,0,0,"14,439",HIV diagnoses,2018
TX,Taylor County,"Taylor County, TX",48441,12,10.7,"112,478",HIV diagnoses,2018
GA,Taylor County,"Taylor County, GA",13269,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
FL,Taylor County,"Taylor County, FL",12123,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
KY,Taylor County,"Taylor County, KY",21217,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
IA,Taylor County,"Taylor County, IA",19173,0,0,"5,139",HIV diagnoses,2018
VA,Tazewell County,"Tazewell County, VA",51185,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
IL,Tazewell County,"Tazewell County, IL",17179,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
CA,Tehama County,"Tehama County, CA",6103,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
GA,Telfair County,"Telfair County, GA",13271,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
CO,Teller County,"Teller County, CO",8119,0,0,"22,146",HIV diagnoses,2018
LA,Tensas Parish,"Tensas Parish, LA",22107,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
LA,Terrebonne Parish,"Terrebonne Parish, LA",22109,10,11,"90,769",HIV diagnoses,2018
TX,Terrell County,"Terrell County, TX",48443,0,0,698,HIV diagnoses,2018
GA,Terrell County,"Terrell County, GA",13273,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
TX,Terry County,"Terry County, TX",48445,0,0,"9,800",HIV diagnoses,2018
WY,Teton County,"Teton County, WY",56039,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
ID,Teton County,"Teton County, ID",16081,0,0,"9,541",HIV diagnoses,2018
MT,Teton County,"Teton County, MT",30099,0,0,"5,075",HIV diagnoses,2018
OK,Texas County,"Texas County, OK",40139,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
MO,Texas County,"Texas County, MO",29215,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
NE,Thayer County,"Thayer County, NE",31169,0,0,"4,210",HIV diagnoses,2018
GA,Thomas County,"Thomas County, GA",13275,9,24.4,"36,877",HIV diagnoses,2018
NE,Thomas County,"Thomas County, NE",31171,0,0,598,HIV diagnoses,2018
KS,Thomas County,"Thomas County, KS",20193,0,0,"6,358",HIV diagnoses,2018
TX,Throckmorton County,"Throckmorton County, TX",48447,0,0,"1,304",HIV diagnoses,2018
WA,Thurston County,"Thurston County, WA",53067,9,3.7,"242,031",HIV diagnoses,2018
NE,Thurston County,"Thurston County, NE",31173,0,0,"5,356",HIV diagnoses,2018
GA,Tift County,"Tift County, GA",13277,12,36.1,"33,265",HIV diagnoses,2018
OR,Tillamook County,"Tillamook County, OR",41057,0,0,"23,138",HIV diagnoses,2018
OK,Tillman County,"Tillman County, OK",40141,0,0,"6,134",HIV diagnoses,2018
PA,Tioga County,"Tioga County, PA",42117,0,0,"35,036",HIV diagnoses,2018
NY,Tioga County,"Tioga County, NY",36107,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
MS,Tippah County,"Tippah County, MS",28139,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
IN,Tippecanoe County,"Tippecanoe County, IN",18157,8,4.9,"163,887",HIV diagnoses,2018
TN,Tipton County,"Tipton County, TN",47167,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
IN,Tipton County,"Tipton County, IN",18159,0,0,"12,991",HIV diagnoses,2018
MS,Tishomingo County,"Tishomingo County, MS",28141,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
TX,Titus County,"Titus County, TX",48449,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
SD,Todd County,"Todd County, SD",46121,0,0,"7,026",HIV diagnoses,2018
MN,Todd County,"Todd County, MN",27153,0,0,"20,319",HIV diagnoses,2018
KY,Todd County,"Todd County, KY",21219,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
CT,Tolland County,"Tolland County, CT",9013,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
TX,Tom Green County,"Tom Green County, TX",48451,19,19.5,"97,477",HIV diagnoses,2018
NY,Tompkins County,"Tompkins County, NY",36109,6,6.5,"92,228",HIV diagnoses,2018
UT,Tooele County,"Tooele County, UT",49045,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
MT,Toole County,"Toole County, MT",30101,0,0,"4,110",HIV diagnoses,2018
GA,Toombs County,"Toombs County, GA",13279,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
NM,Torrance County,"Torrance County, NM",35057,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
ND,Towner County,"Towner County, ND",38095,0,0,"1,857",HIV diagnoses,2018
GA,Towns County,"Towns County, GA",13281,0,0,"10,793",HIV diagnoses,2018
ND,Traill County,"Traill County, ND",38097,0,0,"6,736",HIV diagnoses,2018
NC,Transylvania County,"Transylvania County, NC",37175,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
MN,Traverse County,"Traverse County, MN",27155,0,0,"2,812",HIV diagnoses,2018
TX,Travis County,"Travis County, TX",48453,207,19.7,"1,050,231",HIV diagnoses,2018
MT,Treasure County,"Treasure County, MT",30103,0,0,568,HIV diagnoses,2018
KS,Trego County,"Trego County, KS",20195,0,0,"2,442",HIV diagnoses,2018
WI,Trempealeau County,"Trempealeau County, WI",55121,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
GA,Treutlen County,"Treutlen County, GA",13283,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
KY,Trigg County,"Trigg County, KY",21221,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
KY,Trimble County,"Trimble County, KY",21223,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
TX,Trinity County,"Trinity County, TX",48455,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
CA,Trinity County,"Trinity County, CA",6105,0,0,"11,022",HIV diagnoses,2018
SD,Tripp County,"Tripp County, SD",46123,0,0,"4,556",HIV diagnoses,2018
GA,Troup County,"Troup County, GA",13285,9,15.5,"57,974",HIV diagnoses,2018
TN,Trousdale County,"Trousdale County, TN",47169,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
OH,Trumbull County,"Trumbull County, OH",39155,9,5.3,"170,172",HIV diagnoses,2018
WV,Tucker County,"Tucker County, WV",54093,0,0,"6,225",HIV diagnoses,2018
CA,Tulare County,"Tulare County, CA",6107,50,13.8,"362,783",HIV diagnoses,2018
OK,Tulsa County,"Tulsa County, OK",40143,46,8.7,"528,644",HIV diagnoses,2018
MS,Tunica County,"Tunica County, MS",28143,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
CA,Tuolumne County,"Tuolumne County, CA",6109,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
GA,Turner County,"Turner County, GA",13287,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
SD,Turner County,"Turner County, SD",46125,0,0,"6,951",HIV diagnoses,2018
AL,Tuscaloosa County,"Tuscaloosa County, AL",1125,30,16.9,"177,014",HIV diagnoses,2018
OH,Tuscarawas County,"Tuscarawas County, OH",39157,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
MI,Tuscola County,"Tuscola County, MI",26157,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
GA,Twiggs County,"Twiggs County, GA",13289,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
ID,Twin Falls County,"Twin Falls County, ID",16083,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
WV,Tyler County,"Tyler County, WV",54095,0,0,"7,537",HIV diagnoses,2018
TX,Tyler County,"Tyler County, TX",48457,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
NC,Tyrrell County,"Tyrrell County, NC",37177,0,0,"3,566",HIV diagnoses,2018
WY,Uinta County,"Uinta County, WY",56041,0,0,"16,113",HIV diagnoses,2018
UT,Uintah County,"Uintah County, UT",49047,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
NY,Ulster County,"Ulster County, NY",36111,14,8.9,"156,723",HIV diagnoses,2018
OR,Umatilla County,"Umatilla County, OR",41059,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
TN,Unicoi County,"Unicoi County, TN",47171,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
GA,Union County,"Union County, GA",13291,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
FL,Union County,"Union County, FL",12125,10,77.8,"12,846",HIV diagnoses,2018
AR,Union County,"Union County, AR",5139,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
TN,Union County,"Union County, TN",47173,0,0,"16,679",HIV diagnoses,2018
SD,Union County,"Union County, SD",46127,0,0,"12,928",HIV diagnoses,2018
SC,Union County,"Union County, SC",45087,8,34.4,"23,283",HIV diagnoses,2018
PA,Union County,"Union County, PA",42119,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
OR,Union County,"Union County, OR",41061,0,0,"22,188",HIV diagnoses,2018
OH,Union County,"Union County, OH",39159,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
NC,Union County,"Union County, NC",37179,18,9.3,"193,574",HIV diagnoses,2018
NM,Union County,"Union County, NM",35059,0,0,"3,566",HIV diagnoses,2018
NJ,Union County,"Union County, NJ",34039,61,13.1,"464,538",HIV diagnoses,2018
MS,Union County,"Union County, MS",28145,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
KY,Union County,"Union County, KY",21225,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
IA,Union County,"Union County, IA",19175,0,0,"10,429",HIV diagnoses,2018
IN,Union County,"Union County, IN",18161,0,0,"6,048",HIV diagnoses,2018
IL,Union County,"Union County, IL",17181,0,0,"14,412",HIV diagnoses,2018
LA,Union Parish,"Union Parish, LA",22111,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
WV,Upshur County,"Upshur County, WV",54097,0,0,"20,825",HIV diagnoses,2018
TX,Upshur County,"Upshur County, TX",48459,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
GA,Upson County,"Upson County, GA",13293,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
TX,Upton County,"Upton County, TX",48461,0,0,"2,883",HIV diagnoses,2018
UT,Utah County,"Utah County, UT",49049,13,2.8,"470,560",HIV diagnoses,2018
TX,Uvalde County,"Uvalde County, TX",48463,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
TX,Val Verde County,"Val Verde County, TX",48465,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
AK,Valdez-Cordova Census Area,"Valdez-Cordova Census Area, AK",2261,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
NM,Valencia County,"Valencia County, NM",35061,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
ID,Valley County,"Valley County, ID",16085,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
NE,Valley County,"Valley County, NE",31175,0,0,"3,500",HIV diagnoses,2018
MT,Valley County,"Valley County, MT",30105,0,0,"6,241",HIV diagnoses,2018
AR,Van Buren County,"Van Buren County, AR",5141,0,0,"14,309",HIV diagnoses,2018
TN,Van Buren County,"Van Buren County, TN",47175,0,0,"4,973",HIV diagnoses,2018
MI,Van Buren County,"Van Buren County, MI",26159,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
IA,Van Buren County,"Van Buren County, IA",19177,0,0,"5,895",HIV diagnoses,2018
OH,Van Wert County,"Van Wert County, OH",39161,0,0,"23,647",HIV diagnoses,2018
TX,Van Zandt County,"Van Zandt County, TX",48467,Data suppressed,Data suppressed,NA,HIV diagnoses,2018
NC,Vance County,"Vance County, NC",37181,8,21.6,"37,100",HIV diagnoses,2018
IN,Vanderburgh County,"Vanderburgh County, IN",18163,13,8.5,"152,659",HIV diagnoses,2018
PA,Venango County,"Venango County, PA",42121,0,0,"44,303",HIV diagnoses,2018
