Full Name,Diag 08,Diag Rate 08,Diag 09,Diag Rate 09,Diag 10,Diag Rate 10,Diag 11,Diag Rate 11,Diag 12,Diag Rate 12,Diag 13,Diag Rate 13,Diag 14,Diag Rate 14,Diag 15,Diag Rate 15,Diag 16,Diag Rate 16,Diag 17,Diag Rate 17,Diag 18,Diag Rate 18
Shelby County AL,14,9.2,,,7,4.4,9,5.5,12,7.3,14,8.3,7,4.1,7,4,7,4,17,9.5,6,3.3
Sheboygan County WI,,,,,,,0,0,,,5,5.2,0,0,,,,,,,0,0
Sharkey County MS,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,
Shackelford County TX,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
Seward County KS,0,0,,,0,0,,,0,0,,,0,0,,,,,5,29.5,,
Sevier County TN,7,9.8,,,9,11.9,,,,,,,,,,,6,7.3,7,8.4,7,8.4
Sequoyah County OK,,,,,0,0,,,,,,,,,0,0,,,,,,
Seneca County OH,,,,,,,0,0,0,0,,,0,0,0,0,,,,,,
Seminole County OK,,,,,0,0,,,0,0,,,0,0,0,0,0,0,,,0,0
Scurry County TX,,,,,0,0,,,0,0,0,0,0,0,0,0,,,0,0,,
Screven County GA,,,,,,,,,,,,,,,,,,,,,,
Scott County VA,,,,,0,0,0,0,0,0,,,0,0,0,0,,,,,,
Scott County TN,0,0,,,,,0,0,,,,,,,0,0,0,0,0,0,0,0
Scott County MN,5,4.9,,,5,4.9,,,,,5,4.6,5,4.5,,,,,,,,
Scott County KY,,,,,,,,,,,,,,,,,,,,,,
Scotland County NC,7,23.4,,,7,23.5,,,9,30.1,,,8,26.9,12,40.7,,,,,,
Scioto County OH,,,,,,,,,6,9.1,,,,,,,,,,,,
Schuyler County NY,0,0,,,,,0,0,,,,,0,0,,,0,0,0,0,0,0
Schley County GA,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,
Sawyer County WI,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sauk County WI,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Santa Cruz County AZ,0,0,,,0,0,,,,,0,0,,,,,,,6,15.9,7,18.6
Sanilac County MI,,,,,0,0,,,0,0,0,0,0,0,,,,,,,0,0
Sandusky County OH,,,,,,,5,9.9,,,,,,,,,,,,,0,0
San Patricio County TX,,,,,,,0,0,,,,,6,11.2,0,0,,,,,,
San Miguel County NM,,,,,,,,,,,,,,,,,,,,,,
San Juan County WA,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0
San Jacinto County TX,,,,,,,,,,,,,,,8,34.7,5,21.3,,,,
San Benito County CA,,,,,,,6,13.4,0,0,,,,,,,,,8,16.3,,
San Augustine County TX,,,,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0
Saluda County SC,,,,,,,0,0,,,,,,,0,0,,,,,,
Saline County NE,0,0,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0
Saline County IL,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,
Saline County AR,0,0,,,,,,,,,,,6,6.3,,,,,8,8,12,11.8
Salem County NJ,5,9,,,,,,,,,10,18.3,,,,,,,0,0,,
Sac County IA,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sabine Parish LA,0,0,,,0,0,,,,,0,0,,,,,,,0,0,,
Sabine County TX,0,0,,,,,,,,,0,0,0,0,,,,,0,0,0,0
Rutland County VT,,,,,,,,,,,,,,,,,,,0,0,0,0
Rutherford County NC,,,,,,,5,8.8,,,,,,,5,8.8,,,5,8.8,,
Russell County KY,,,,,,,,,,,,,,,,,,,,,,
Rush County KS,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
Rowan County KY,,,,,,,,,,,,,,,,,,,,,,
Roscommon County MI,0,0,,,0,0,,,0,0,,,0,0,,,,,0,0,0,0
Roosevelt County NM,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0
Rolette County ND,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rockwall County TX,0,0,,,6,9.7,,,,,6,8.8,,,5,6.8,,,,,6,7.3
Rockingham County VA,,,,,0,0,,,,,,,,,,,5,7.5,,,5,7.3
Rockcastle County KY,,,,,,,,,,,,,,,,,,,,,,
Robertson County TX,0,0,,,,,,,0,0,,,,,0,0,0,0,0,0,,
Robertson County TN,7,13.2,,,6,11.1,7,12.9,,,,,,,5,8.9,,,,,,
Robertson County KY,,,,,,,,,,,,,,,,,,,,,,
Roanoke County VA,,,,,6,7.6,5,6.3,6,7.6,5,6.3,8,10,5,6.2,,,7,8.6,,
Ripley County MO,,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0
Rio Arriba County NM,,,,,,,0,0,0,0,5,15.1,0,0,,,,,,,,
Riley County KS,,,,,0,0,,,,,,,0,0,,,,,,,9,14
Richmond County VA,,,,,,,0,0,,,0,0,0,0,0,0,,,0,0,0,0
Richland Parish LA,,,,,6,35.4,,,,,,,,,5,29.4,9,53,,,,
Reno County KS,,,,,0,0,,,0,0,,,,,,,,,,,,
Red Lake County MN,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Ray County MO,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Ravalli County MT,0,0,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Rappahannock County VA,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Randolph County MO,,,,,0,0,0,0,0,0,,,0,0,0,0,,,,,0,0
Randolph County IN,0,0,,,,,0,0,0,0,,,,,,,,,0,0,0,0
Randolph County GA,,,,,,,,,0,0,0,0,,,0,0,,,,,0,0
Randolph County AR,0,0,,,0,0,0,0,0,0,,,0,0,0,0,,,0,0,,
Randall County TX,,,,,,,,,6,5.8,5,4.8,,,14,13,,,6,5.4,6,5.3
Rabun County GA,,,,,0,0,,,,,0,0,0,0,,,,,0,0,0,0
Quitman County MS,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
Putnam County WV,,,,,,,,,,,0,0,,,,,0,0,,,0,0
Putnam County TN,,,,,,,5,8.1,13,20.9,,,5,7.9,6,9.4,,,,,,
Pulaski County VA,,,,,,,0,0,,,,,,,,,0,0,,,,
Pulaski County MO,,,,,,,5,11.4,,,6,13.4,,,0,0,,,5,11.5,,
Pulaski County KY,0,0,,,,,,,,,,,0,0,,,,,6,11.1,0,0
Pueblo County CO,8,6.2,,,,,9,6.8,7,5.2,11,8.2,5,3.7,6,4.4,12,8.7,5,3.6,17,12.1
Prince of Wales-Hyder Census Area AK,,,,,,,,,,,,,,,,,,,,,,
Prince George County VA,5,16.1,,,,,,,,,5,15.8,,,6,18.5,5,15.6,,,6,18.6
Prince Edward County VA,,,,,,,,,,,,,0,0,,,,,,,,
Preston County WV,0,0,,,,,,,,,,,,,,,0,0,,,0,0
Prairie County AR,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0
Powell County MT,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
Powell County KY,,,,,,,,,,,,,,,,,,,,,,
Pottawattamie County IA,,,,,6,7.8,,,,,0,0,7,9.1,7,9,,,,,6,7.7
Pottawatomie County OK,0,0,,,,,7,12.2,,,6,10.3,,,,,7,11.7,,,,
Porter County IN,6,4.5,,,7,5.1,9,6.5,9,6.5,7,5,,,5,3.5,7,4.9,5,3.5,5,3.5
Portage County WI,0,0,,,0,0,,,0,0,,,,,,,0,0,,,,
Pope County IL,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,,,0,0
Pontotoc County MS,0,0,,,,,,,0,0,,,0,0,,,,,,,,
Polk County WI,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0
Polk County TN,0,0,,,0,0,,,0,0,0,0,0,0,0,0,,,0,0,,
Polk County OR,,,,,,,,,,,8,12.5,,,,,,,,,,
Polk County AR,0,0,,,0,0,,,0,0,0,0,0,0,,,0,0,,,0,0
Pointe Coupee Parish LA,5,26.8,,,,,,,,,,,,,0,0,,,,,6,32.4
Platte County MO,5,6.7,,,5,6.7,7,9.3,5,6.5,,,5,6.3,5,6.2,9,11,5,6,,
Pittsburg County OK,,,,,0,0,,,,,,,,,,,0,0,,,,
Pine County MN,0,0,,,,,,,,,,,0,0,0,0,,,0,0,0,0
Pike County PA,6,11.7,,,,,,,5,10.3,12,24.6,,,,,,,6,12.3,,
Pike County KY,,,,,0,0,,,0,0,,,0,0,,,,,,,,
Pike County GA,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Pierce County WI,0,0,,,0,0,,,0,0,,,,,,,,,0,0,0,0
Pierce County GA,,,,,0,0,0,0,,,0,0,0,0,,,,,0,0,,
Pickens County AL,,,,,,,,,6,36.9,,,7,40.3,,,,,,,,
Phillips County AR,,,,,,,,,,,,,,,,,,,,,,
Phelps County MO,0,0,,,,,0,0,0,0,0,0,5,13.1,,,,,0,0,,
Petersburg Census Area AK,,,,,,,,,,,,,,,,,,,,,,
Person County NC,5,16,,,,,,,,,7,21.1,,,5,15,5,14.9,,,5,14.8
Perry County TN,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0
Perry County PA,0,0,,,0,0,,,0,0,,,,,,,0,0,,,,
Perry County OH,0,0,,,0,0,,,0,0,,,,,0,0,0,0,,,0,0
Perry County MS,,,,,,,0,0,,,0,0,0,0,,,,,,,,
Perry County KY,,,,,,,,,,,,,,,,,,,,,,
Perry County IL,,,,,,,0,0,,,,,,,,,,,,,0,0
Perquimans County NC,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Penobscot County ME,,,,,,,,,,,0,0,6,4.5,,,5,3.8,7,5.3,,
Pennington County SD,5,6.2,,,,,,,,,,,,,,,6,6.7,,,,
Pendleton County KY,,,,,,,,,,,,,,,,,,,,,,
Pender County NC,5,11.5,,,,,,,,,,,8,17,,,9,18.2,,,,
Pemiscot County MO,0,0,,,,,,,,,,,0,0,,,0,0,,,0,0
Pearl River County MS,6,12.7,,,,,,,,,,,,,,,,,0,0,5,10.8
Peach County GA,,,,,,,,,,,,,,,8,35.4,5,22.1,7,30.7,6,25.8
Payne County OK,,,,,,,,,,,,,5,7.2,6,8.6,,,,,8,11.3
Paulding County OH,0,0,,,0,0,,,0,0,,,0,0,,,0,0,0,0,0,0
Pasquotank County NC,9,26.3,,,,,6,17.8,,,10,30.2,,,,,6,18.1,7,21.1,11,33
Parmer County TX,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Parke County IN,,,,,5,34,0,0,,,,,,,,,0,0,,,,
Panola County TX,0,0,,,,,,,,,0,0,0,0,,,,,6,30.9,,
Panola County MS,,,,,7,25,5,17.9,,,,,,,5,17.9,8,28.6,,,7,24.9
Pamlico County NC,,,,,,,,,,,,,,,0,0,0,0,,,0,0
Palo Alto County IA,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Page County VA,,,,,,,0,0,0,0,0,0,0,0,,,,,0,0,,
Pacific County WA,,,,,0,0,0,0,,,0,0,,,0,0,0,0,0,0,,
Ozaukee County WI,,,,,,,,,,,0,0,,,0,0,,,,,0,0
Ozark County MO,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Owsley County KY,,,,,,,,,,,,,,,,,,,,,,
Owen County KY,,,,,,,,,,,,,,,,,,,,,,
Otter Tail County MN,0,0,,,0,0,0,0,,,0,0,0,0,0,0,,,,,,
Ottawa County OK,,,,,,,,,,,,,,,0,0,0,0,,,,
Ottawa County OH,,,,,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0
Otsego County NY,,,,,,,,,,,5,9.2,,,,,,,,,,
Otsego County MI,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
Osceola County MI,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orleans County VT,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
Orleans County NY,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Orange County VT,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,,,0,0
Ontario County NY,,,,,,,,,7,7.6,,,,,,,,,,,5,5.3
Oldham County KY,,,,,,,,,,,,,,,,,6,11.1,,,,
Oktibbeha County MS,,,,,7,17,6,14.5,,,6,14.1,9,21.2,13,30.3,,,5,11.6,6,13.9
Okfuskee County OK,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Okanogan County WA,,,,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0
Ohio County WV,,,,,0,0,,,,,0,0,0,0,,,,,0,0,5,13.9
Ohio County KY,,,,,,,,,,,,,,,,,,,,,,
Oglethorpe County GA,,,,,0,0,0,0,,,,,,,,,0,0,,,,
Ogle County IL,0,0,,,0,0,,,0,0,,,,,0,0,,,,,,
Oglala Lakota County SD,,,,,,,0,0,,,8,79,,,,,0,0,,,0,0
Oceana County MI,0,0,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,,
Obion County TN,,,,,0,0,,,,,,,,,,,,,,,0,0
O'brien County IA,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Nottoway County VA,0,0,,,0,0,,,,,,,,,7,52.3,7,52.4,8,60,7,52.5
Northwest Arctic Borough AK,,,,,,,,,,,,,,,,,,,,,,
Northumberland County PA,,,,,,,0,0,,,,,,,,,,,5,6.3,,
Northampton County VA,,,,,0,0,0,0,0,0,0,0,,,,,0,0,,,0,0
North Slope Borough AK,,,,,,,,,,,,,,,,,,,,,,
Nome Census Area AK,,,,,,,,,,,,,,,,,,,,,,
Nicollet County MN,0,0,,,,,,,0,0,0,0,,,,,0,0,0,0,0,0
Nicholas County KY,,,,,,,,,,,,,,,,,,,,,,
Nez Perce County ID,0,0,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
Newton County MS,,,,,,,,,,,,,,,,,,,,,0,0
Newton County MO,0,0,,,,,0,0,,,0,0,0,0,0,0,,,,,0,0
New Madrid County MO,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,
New Kent County VA,,,,,0,0,,,,,,,,,0,0,,,,,0,0
Nevada County CA,,,,,,,,,6,7,,,5,5.8,,,6,6.9,,,,
Neshoba County MS,,,,,,,,,5,21.3,,,,,5,21.3,,,0,0,,
Nelson County VA,,,,,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0
Nelson County KY,,,,,,,,,,,,,,,,,,,,,,
Natrona County WY,0,0,,,,,0,0,,,,,0,0,,,8,12.1,,,,
Nassau County FL,6,10.2,,,7,11.2,,,,,6,9.3,6,9.2,10,14.9,8,11.6,,,8,10.8
Nantucket County MA,,,,,0,0,,,0,0,0,0,,,,,0,0,,,,
Muskogee County OK,0,0,,,,,,,,,10,17.3,5,8.7,,,5,8.8,,,5,8.9
Muskingum County OH,0,0,,,,,,,,,,,,,,,,,,,,
Muscatine County IA,0,0,,,,,0,0,0,0,,,0,0,,,0,0,0,0,0,0
Murray County GA,0,0,,,0,0,,,,,,,,,,,,,0,0,,
Muhlenberg County KY,,,,,,,,,,,,,,,,,,,,,,
Mower County MN,,,,,,,,,,,,,5,15.4,,,,,,,,
Morrow County OH,0,0,,,0,0,,,,,,,,,,,,,,,0,0
Morgan County TN,,,,,,,,,,,,,0,0,0,0,,,0,0,0,0
Morgan County KY,,,,,,,,,,,,,,,,,,,,,,
Morgan County GA,,,,,0,0,,,,,,,,,,,,,,,0,0
Morgan County CO,0,0,,,,,,,0,0,0,0,0,0,,,,,,,,
Morgan County AL,6,6.3,,,,,10,10,,,,,8,8,9,9,7,7,6,6,,
Montrose County CO,0,0,,,,,0,0,0,0,0,0,,,6,17.6,,,0,0,0,0
Montgomery County VA,,,,,8,9.6,5,6,7,8.3,6,7,,,,,5,5.7,,,,
Montgomery County NY,6,14.7,,,,,,,,,,,,,,,,,,,,
Montgomery County NC,,,,,,,,,,,,,,,,,0,0,,,0,0
Montgomery County KY,,,,,,,,,,,,,,,,,,,,,,
Montgomery County KS,,,,,0,0,,,0,0,0,0,0,0,,,,,0,0,,
Montgomery County IL,,,,,,,,,,,0,0,,,,,0,0,0,0,,
Montgomery County IA,0,0,,,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0
Montezuma County CO,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Monroe County WV,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0
Monroe County TN,,,,,,,0,0,,,,,,,,,,,,,0,0
Monroe County MS,0,0,,,,,5,16.4,,,,,,,,,,,6,19.9,,
Monroe County MI,5,3.9,,,6,4.7,5,3.9,,,,,,,6,4.7,,,,,9,7
Monroe County KY,,,,,,,,,,,,,,,,,,,,,,
Monroe County IL,0,0,,,,,,,0,0,,,0,0,0,0,,,,,0,0
Monroe County AL,,,,,0,0,,,,,0,0,,,,,0,0,,,,
Mono County CA,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
Moniteau County MO,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Moffat County CO,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,
Modoc County CA,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mitchell County NC,,,,,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
Mitchell County GA,6,30.7,,,,,,,,,,,0,0,,,,,,,,
Mississippi County MO,,,,,0,0,,,0,0,,,0,0,,,0,0,0,0,,
Mills County IA,,,,,0,0,0,0,,,0,0,0,0,,,0,0,,,,
Miller County AR,5,14,,,8,22.3,9,25,6,16.7,,,14,39,10,27.6,,,11,30.3,,
Mille Lacs County MN,,,,,,,0,0,0,0,0,0,,,0,0,,,,,0,0
Milam County TX,,,,,0,0,0,0,,,,,0,0,,,,,0,0,,
Mifflin County PA,,,,,0,0,,,,,,,0,0,,,0,0,0,0,0,0
Midland County MI,,,,,,,0,0,0,0,,,0,0,,,0,0,,,0,0
Middlesex County VA,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,,,,
Miami County OH,,,,,,,,,,,8,9.3,,,,,,,,,,
Miami County IN,,,,,,,,,,,,,0,0,,,,,,,,
Metcalfe County KY,,,,,,,,,,,,,,,,,,,,,,
Meriwether County GA,,,,,,,6,33.3,,,,,,,0,0,,,0,0,5,28
Mercer County PA,,,,,,,,,,,,,,,6,6.1,0,0,,,5,5.2
Mercer County OH,,,,,,,,,,,,,,,0,0,0,0,0,0,,
Mercer County KY,,,,,,,,,,,,,,,,,,,,,,
Menifee County KY,,,,,,,,,,,,,,,,,,,,,,
Menard County IL,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,
Medina County TX,,,,,,,,,0,0,6,15.3,,,,,,,,,0,0
Medina County OH,,,,,,,,,7,4.8,7,4.8,,,,,6,4,9,6,5,3.3
Mecosta County MI,,,,,0,0,0,0,,,,,0,0,,,0,0,0,0,,
Mecklenburg County VA,5,18.1,,,,,0,0,,,6,22.1,,,5,18.6,,,,,,
Meade County KY,,,,,,,,,,,,,,,,,,,,,,
Mcpherson County KS,,,,,0,0,0,0,,,0,0,0,0,,,,,0,0,,
Mcminn County TN,,,,,,,,,,,,,,,,,,,,,,
Mcleod County MN,0,0,,,0,0,,,,,,,0,0,0,0,0,0,,,0,0
Mclean County KY,,,,,,,,,,,,,,,,,,,,,,
Mckean County PA,0,0,,,,,,,,,,,,,0,0,,,0,0,0,0
Mcintosh County OK,0,0,,,0,0,0,0,0,0,,,0,0,0,0,,,,,,
Mcdowell County WV,0,0,,,0,0,0,0,,,0,0,,,0,0,,,,,,
Mcdowell County NC,,,,,,,,,,,,,,,,,,,0,0,0,0
Mccurtain County OK,,,,,,,0,0,,,,,0,0,0,0,,,,,0,0
Mccreary County KY,,,,,,,,,,,,,,,,,,,,,,
Mccracken County KY,6,11,,,,,,,,,,,7,12.7,,,5,9.1,,,,
Maverick County TX,,,,,8,19.3,5,11.8,8,18.7,5,11.5,,,,,5,11.1,,,,
Mathews County VA,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0
Matanuska-Susitna Borough AK,,,,,,,,,,,,,,,,,,,,,,
Mason County WV,,,,,0,0,,,0,0,,,,,0,0,0,0,0,0,0,0
Mason County WA,7,14.2,,,11,21.2,7,13.4,9,17.2,,,,,5,9.5,,,,,5,8.9
Mason County MI,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mason County KY,,,,,,,,,,,,,,,,,,,,,,
Martinsville City VA,,,,,5,42.9,,,0,0,,,,,0,0,,,,,,
Martin County TX,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Martin County KY,,,,,,,,,,,,,,,,,,,,,,
Marshall County WV,,,,,,,,,,,0,0,0,0,,,,,,,,
Marshall County TN,,,,,0,0,0,0,,,,,,,,,0,0,,,,
Marshall County MS,,,,,,,,,,,,,5,16.4,,,,,5,16.6,5,16.6
Marshall County KY,,,,,,,,,,,,,,,,,,,,,,
Marshall County IN,0,0,,,,,0,0,0,0,0,0,,,,,,,0,0,,
Marshall County IA,,,,,0,0,,,,,0,0,0,0,,,,,,,,
Marshall County AL,,,,,,,6,7.8,,,6,7.7,,,,,7,9,8,10.2,,
Marion County WV,,,,,,,,,0,0,,,0,0,0,0,0,0,0,0,,
Marion County TX,,,,,,,,,0,0,0,0,,,0,0,,,,,,
Marion County TN,,,,,,,,,,,0,0,0,0,,,0,0,,,,
Marion County OH,,,,,,,,,5,8.9,6,10.7,,,,,,,,,,
Marion County KY,,,,,,,,,,,,,,,,,,,,,,
Marion County IA,0,0,,,0,0,0,0,,,,,,,,,,,,,0,0
Marion County GA,,,,,,,,,,,,,0,0,,,0,0,0,0,,
Marion County AL,0,0,,,,,0,0,,,0,0,0,0,0,0,,,0,0,,
Marengo County AL,,,,,,,,,0,0,,,0,0,,,,,,,,
Marathon County WI,,,,,,,,,,,,,,,,,,,,,,
Manitowoc County WI,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0
Manassas Park City VA,0,0,,,,,0,0,,,0,0,0,0,,,,,0,0,,
Malheur County OR,,,,,,,,,,,,,,,,,0,0,,,,
Magoffin County KY,,,,,,,,,,,,,,,,,,,,,,
Madison County VA,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madison County NY,,,,,,,,,,,,,5,8,,,,,,,,
Madison County KY,6,8.6,,,7,9.9,,,,,10,13.7,,,5,6.7,,,5,6.5,8,10.2
Madison County IA,0,0,,,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0
Madison County FL,,,,,,,,,,,5,31.1,6,37.5,,,,,,,6,37.4
Macoupin County IL,,,,,,,,,,,,,,,0,0,,,0,0,,
Macon County TN,,,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0
Macon County NC,0,0,,,,,0,0,0,0,,,,,,,,,,,0,0
Macon County MO,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
Macon County IL,5,5.5,,,,,8,8.6,9,9.7,12,13.1,5,5.5,8,8.9,11,12.3,,,16,18.2
Macon County GA,5,45.4,,,0,0,,,,,,,,,,,,,0,0,,
Lyon County NV,0,0,,,0,0,0,0,0,0,,,0,0,0,0,,,,,,
Lyon County MN,0,0,,,,,0,0,,,0,0,0,0,0,0,0,0,,,0,0
Lyon County KY,,,,,,,,,,,,,,,,,,,,,,
Lyon County KS,,,,,0,0,0,0,,,,,0,0,0,0,,,0,0,,
Lunenburg County VA,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0
Lumpkin County GA,,,,,,,,,0,0,0,0,,,0,0,,,,,0,0
Lowndes County AL,,,,,,,6,64.7,0,0,5,56.2,,,,,,,,,0,0
Loving County TX,,,,,,,,,,,,,,,,,,,0,0,0,0
Lonoke County AR,,,,,5,9.1,8,14.3,,,,,,,8,13.8,10,17.1,6,10.1,5,8.3
Logan County OH,,,,,,,,,0,0,0,0,0,0,,,0,0,,,,
Logan County KY,,,,,,,,,,,,,,,,,,,,,,
Logan County IL,,,,,,,6,23,,,,,,,0,0,0,0,0,0,,
Livingston County MI,,,,,,,,,,,6,3.9,,,7,4.4,,,,,,
Livingston County KY,,,,,,,,,,,,,,,,,,,,,,
Livingston County IL,,,,,,,5,15.3,,,0,0,0,0,,,0,0,,,,
Live Oak County TX,0,0,,,0,0,0,0,,,,,,,,,,,0,0,0,0
Little River County AR,,,,,,,,,,,,,,,,,,,,,,
Litchfield County CT,,,,,6,3.7,6,3.7,,,10,6.2,,,9,5.6,12,7.5,,,8,5
Linn County KS,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0
Lincoln County WY,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lincoln County TN,0,0,,,,,0,0,,,,,,,,,5,17.7,,,,
Lincoln County SD,0,0,,,0,0,0,0,,,,,,,,,0,0,,,,
Lincoln County OK,,,,,,,,,0,0,0,0,,,,,,,,,,
Lincoln County NC,,,,,5,7.7,,,5,7.5,5,7.5,0,0,,,,,,,8,11.2
Lincoln County MS,,,,,,,7,24.6,,,,,5,17.5,,,,,,,,
Lincoln County ME,0,0,,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,
Lincoln County KY,,,,,,,,,,,,,,,,,,,,,,
Lincoln County GA,,,,,0,0,,,,,,,0,0,0,0,0,0,0,0,,
Lincoln County AR,0,0,,,,,,,,,,,,,,,0,0,,,,
Limestone County TX,0,0,,,,,,,,,7,35.8,,,,,,,,,,
Liberty County FL,,,,,0,0,,,,,0,0,,,,,,,0,0,,
Lewis County WA,,,,,0,0,5,7.9,,,,,,,,,0,0,0,0,,
Lewis County KY,,,,,,,,,,,,,,,,,,,,,,
Lewis And Clark County MT,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
Letcher County KY,,,,,,,,,,,,,,,,,,,,,,
Leslie County KY,,,,,,,,,,,,,,,,,,,,,,
Leon County TX,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0
Lenawee County MI,,,,,6,7.2,,,,,,,,,,,,,,,8,9.5
Lee County SC,7,41.6,,,12,74.1,6,37.6,12,76.1,,,,,7,46,5,33.4,,,,
Lee County NC,7,14.7,,,14,29.7,9,18.9,,,,,,,7,14.3,5,10.2,,,7,13.8
Lee County MS,12,18.5,,,13,19.4,17,25,7,10.2,15,21.8,11,15.9,14,20.3,17,24.5,13,18.7,9,12.9
Lee County KY,,,,,,,,,,,,,,,,,,,,,,
Lee County IL,5,16.8,,,,,,,,,,,,,,,,,,,,
Lee County GA,,,,,,,0,0,0,0,,,0,0,,,,,,,,
Lee County AR,,,,,6,67.5,5,56.8,,,9,104.7,,,,,,,,,,
Le Flore County OK,,,,,,,,,0,0,,,0,0,,,,,0,0,,
Lawrence County TN,,,,,,,0,0,,,,,,,,,,,,,0,0
Lawrence County PA,,,,,,,,,0,0,,,5,6.6,5,6.6,0,0,,,,
Lawrence County MS,0,0,,,,,0,0,,,,,,,,,0,0,,,,
Lawrence County MO,,,,,0,0,0,0,0,0,,,,,0,0,,,,,,
Lawrence County KY,,,,,,,,,,,,,,,,,,,,,,
Lawrence County IN,0,0,,,,,,,,,,,,,,,0,0,,,0,0
Lawrence County IL,,,,,0,0,,,,,,,0,0,0,0,,,,,0,0
Lawrence County AL,,,,,,,0,0,,,,,,,7,25,,,,,,
Laurel County KY,,,,,,,,,,,,,,,,,,,,,,
Lauderdale County TN,,,,,10,43.6,6,26.1,5,21.7,,,,,,,0,0,,,,
