Geography,M2F Diag 08,ID Diag 08,M2M Diag 08,M2MID Diag 08,O Diag 08,M2F Diag 09,ID Diag 09,M2M Diag 09,M2MID Diag 09,O Diag 09,M2F Diag 10,ID Diag 10,M2M Diag 10,M2MID Diag 10,O Diag 10,M2F Diag 11,ID Diag 11,M2M Diag 11,M2MID Diag 11,O Diag 11,M2F Diag 12,ID Diag 12,M2M Diag 12,M2MID Diag 12,O Diag 12,M2F Diag 13,ID Diag 13,M2M Diag 13,M2MID Diag 13,O Diag 13,M2F Diag 14,ID Diag 14,M2M Diag 14,M2MID Diag 14,O Diag 14,M2F Diag 15,ID Diag 15,M2M Diag 15,M2MID Diag 15,O Diag 15,M2F Diag 16,ID Diag 16,M2M Diag 16,M2MID Diag 16,O Diag 16,M2F Diag 17,ID Diag 17,M2M Diag 17,M2MID Diag 17,O Diag 17,M2F Diag 18,ID Diag 18,M2M Diag 18,M2MID Diag 18,O Diag 18
Anderson County TX,,11,8,,0,7,,12,,0,,7,13,,0,5,,8,,0,,5,12,,0,,,6,,0,,,6,,0,,,17,,0,,,9,,0,6,,7,,0,5,,8,,0
Andrew County MO,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0
Andrews County TX,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0
Androscoggin County ME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angelina County TX,,0,,,0,,0,7,,0,6,,5,,0,7,,,,0,,,,,0,,,,,0,,,5,0,0,,0,,0,0,,0,5,,0,5,,5,,0,,,8,,0
Anne Arundel County MD,38,15,47,,,30,,48,,0,32,,45,,0,23,,27,,0,9,,30,,0,18,,29,,0,22,,30,,0,19,,34,,0,15,,28,,0,10,8,27,0,0,16,,26,,0
Anoka County MN,0,,5,,0,,,13,0,0,,0,5,,0,7,,10,,0,,0,8,,0,6,0,6,0,0,6,,12,,0,,0,10,,0,8,0,10,0,0,7,,7,,0,,,8,0,0
Anson County NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,0,,0,0,,,,,,,,,,
Antelope County NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0
Antrim County MI,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0
Apache County AZ,0,,,0,0,,,,,0,,,,,,0,,,,0,,,,,0,,,,0,0,0,,5,,0,,,,,0,,,,,0,,,,0,0,0,,6,,0
Appanoose County IA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Appling County GA,,,,,,0,0,0,0,0,,,,,,,,,,,,0,,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Appomattox County VA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Aransas County TX,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,0,0,0,0,0
Arapahoe County CO,20,6,38,5,0,9,,30,,0,16,,42,,0,8,,37,,0,13,,37,,0,10,,40,,0,17,,39,,0,10,,42,,0,13,,43,5,,13,,38,,0,10,,47,,0
Archer County TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0
Archuleta County CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,,,,,
Arenac County MI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arkansas County AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arlington County VA,10,,33,,0,6,0,39,0,0,5,,29,,,6,,27,,0,8,,34,,0,10,,21,,0,8,,32,,0,5,,26,,0,,0,26,,0,,,,,,9,,22,,
Armstrong County PA,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0
Armstrong County TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aroostook County ME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arthur County NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ascension Parish LA,,0,7,,0,10,,7,,0,,,9,0,0,8,,,0,0,6,0,6,0,0,8,,5,,0,10,,10,,0,,0,11,,0,7,,9,,0,,0,8,,0,,0,7,,0
Ashe County NC,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0
Ashland County OH,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,
Ashland County WI,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashley County AR,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Ashtabula County OH,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,0,0,7,0,0,0,0,5,0,0,,,,,,,,,,
Asotin County WA,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assumption Parish LA,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Atascosa County TX,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,6,,0,0,,,0,0,,,,,0,,,5,0,0
Atchison County KS,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atchison County MO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Athens County OH,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Atkinson County GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,
Atlantic County NJ,21,,18,,0,21,,28,,0,11,,17,,0,9,,21,,0,15,,29,,0,15,,21,,0,9,,21,,0,25,,22,,0,20,,21,,0,10,,16,,,12,,20,,0
Atoka County OK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Attala County MS,,0,,,0,6,0,,,0,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audrain County MO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audubon County IA,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0
Auglaize County OH,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
Augusta County VA,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0,,,,,,0,0,0,0,0,,,,,
Aurora County SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austin County TX,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Autauga County AL,,,,,0,0,0,7,0,0,,,,,,,0,5,,0,,,,0,0,,,,,,,0,,0,0,0,,,,0,,0,,,0,,,7,0,0,,,,,
Avery County NC,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
Avoyelles Parish LA,,0,,0,0,,0,,,0,,,,,,,,,0,0,,,,,,,,5,,0,,,,,,,,,,,,,,,,,0,,,0,,0,,0,0
Baca County CO,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0
Bacon County GA,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bailey County TX,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0
Baker County FL,,,,,,,,,,,,0,,,0,,0,,0,0,,,,,,,,,0,0,,,,,,,,,,,,,,0,0,,,,,,,,,,
Baker County GA,,,5,0,0,,,5,0,0,,,,,,,0,5,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Baker County OR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baldwin County AL,5,,12,,0,,0,10,,0,,0,6,,0,,,15,,0,,0,7,,0,,,5,0,0,,0,12,,0,6,,8,,0,,,11,0,0,,,9,0,0,,0,7,,0
Baldwin County GA,9,,12,,0,,,,0,0,,0,8,,0,5,0,6,0,0,,,,,,,0,,0,0,,,,,,,0,5,,0,6,0,5,0,0,,0,6,,0,,,9,,0
Ballard County KY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baltimore City MD,305,207,246,,,225,99,214,16,0,201,79,203,18,0,142,54,216,11,0,156,54,199,8,0,143,41,154,,,112,29,156,5,0,108,,154,,0,92,28,132,9,0,76,23,133,5,0,66,,125,,0
Baltimore County MD,85,33,88,5,0,114,33,87,5,0,128,42,136,7,5,65,,94,,0,68,11,100,6,0,55,12,84,,,75,,101,,0,69,10,75,5,0,48,,101,,0,50,,61,,0,47,,79,,0
Bamberg County SC,,0,,,0,,,,,,,,,,,,0,,0,0,,,,,,,,,0,0,,0,5,,0,,,,,,,0,,0,0,,,,,,0,0,0,0,0
Bandera County TX,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,
Banks County GA,,,,0,0,,,,,,,0,,0,0,,0,,0,0,,,,0,0,,0,,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
Banner County NE,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bannock County ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baraga County MI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0
Barber County KS,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0
Barbour County AL,,,,,0,,,,,,,,,,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
Barbour County WV,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,
Barnes County ND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barnstable County MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barnwell County SC,,0,,,0,,0,,,0,,0,,0,0,,,,,,0,0,0,0,0,,,,,,,,,0,0,,,,,,,0,,0,0,,,,,,,,,,
Barren County KY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barron County WI,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0
Barrow County GA,,0,6,,0,,0,6,,0,,,,,,,,9,0,0,,0,,,0,,,,,,,0,,0,0,,,,,,,,,,,,0,,0,0,,,,,
Barry County MI,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,
Barry County MO,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0
Bartholomew County IN,,,,,,,0,,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barton County KS,,,,,,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0
Barton County MO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bartow County GA,7,,11,,0,8,,16,,0,,,10,0,0,,0,9,,0,,,12,0,0,,0,14,,0,,0,6,,0,,,7,0,0,,,,,0,,0,5,,0,,,5,0,0
Bastrop County TX,,0,7,,0,,,,,0,,5,5,,0,,,6,,0,5,0,,0,,,,,,,,0,,,0,,,,,,,,9,0,0,0,0,9,0,0,,,10,0,0
Bates County MO,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Bath County KY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bath County VA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baxter County AR,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,
Bay County FL,13,,11,,0,11,,9,,0,10,,11,,0,8,,8,,0,7,,8,,0,13,,13,,0,5,,16,,0,7,,11,,0,5,,12,,0,5,0,26,0,0,18,,14,,0
Bay County MI,,0,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5,0,0,,,,,0,0,,5,,0
Bayfield County WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baylor County TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beadle County SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear Lake County ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beaufort County NC,5,0,,,0,,0,,0,0,,0,,0,0,,0,6,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,,0,0,0,,,,0
Beaufort County SC,8,,14,,0,7,,7,,0,6,,11,,0,9,,14,,0,,0,9,,0,5,0,11,0,0,6,0,9,0,0,,,14,0,0,8,,10,,0,5,0,6,0,0,,0,10,,0
Beauregard Parish LA,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Beaver County OK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beaver County PA,,,,,,,,,0,0,,0,7,,0,,0,,0,0,,0,,,0,,,,,,,0,,,0,,,,,,,,,,,,,6,0,0,,0,9,,0
Beaver County UT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beaverhead County MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,
Becker County MN,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,
Beckham County OK,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,
Bedford County PA,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,,,0,0,0,0,0,,,,,
Bedford County TN,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bedford County VA,,,,,,,,,,,,,,,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,
Bee County TX,0,,6,,0,,6,6,,0,,,10,,0,,,7,,0,,,11,,0,,,5,0,0,5,,5,,0,,0,5,,0,,,,0,0,,,7,,0,0,,8,,0
Belknap County NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bell County KY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bell County TX,12,,25,,0,15,,26,,0,13,,29,,0,10,,31,,0,12,,40,,0,5,0,33,0,0,8,,26,,0,11,,27,,0,10,,27,,0,5,,37,,0,21,,41,,0
Belmont County OH,,,,,,0,0,0,0,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,
Beltrami County MN,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Ben Hill County GA,,0,,0,0,,,,,,,,,,,,,,0,0,,0,,0,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benewah County ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bennett County SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bennington County VT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benson County ND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bent County CO,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benton County AR,,0,10,,0,,,10,,,,0,10,,0,,0,11,,0,,,8,0,0,,,5,0,0,,,9,,0,0,0,7,0,0,,0,7,,0,,0,8,,0,0,,7,,0
Benton County IA,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0
Benton County IN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benton County MN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Benton County MO,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Benton County MS,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
Benton County OR,,,,,,0,,,,0,0,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,
Benton County TN,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Benton County WA,,,,,,,0,,0,0,,0,,0,0,,0,9,,0,0,0,,,0,,,5,0,0,,,,0,0,,,,,,,0,,0,0,,,,,,,,,,
Benzie County MI,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bergen County NJ,20,,34,,0,14,,41,,0,12,,32,,0,13,,34,,0,13,,43,,0,16,,45,,0,12,6,54,0,0,17,5,48,0,0,16,,49,,0,6,,41,,0,12,,39,,0
Berkeley County SC,8,,10,,0,9,,11,,0,8,0,18,0,0,,0,11,,0,8,0,9,0,0,,0,17,,0,5,,13,,0,,,19,0,0,6,0,16,0,0,5,,14,,0,9,,21,,0
Berkeley County WV,6,,7,,0,,,,0,0,,0,,0,0,,,,,,,,6,,0,,,6,0,0,,,,,,,0,,0,0,0,,,0,0,,,6,0,0,,,,,
Berks County PA,22,9,8,,,18,,9,,0,9,,19,,0,13,,10,,0,13,,18,,0,14,,19,,0,17,,11,,0,14,,13,,0,18,,19,,0,12,,21,,0,6,,22,,0
Berkshire County MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bernalillo County NM,11,7,44,8,0,5,5,40,9,0,6,,44,,0,,,41,,0,5,,31,,0,6,6,39,6,0,,7,36,,0,,,46,5,0,,5,46,,0,7,7,36,5,0,6,,29,,0
Berrien County GA,,,5,0,0,9,,,0,0,,,,,0,9,,5,,0,,0,,0,0,,,,,,,,,,,,,0,,0,,,,,,0,0,0,0,0,,,,,
Berrien County MI,,0,7,,0,,0,,0,0,,0,,0,0,6,0,6,0,0,,0,8,,0,6,,8,0,,,0,7,,0,,0,,,0,,0,,0,0,0,,8,,0,,,,,
Bertie County NC,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,0,,6,0,,6,0,,,0,,,,,,,,,,,,,,,
Bethel Census Area AK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bexar County TX,44,25,222,8,0,56,25,226,,,39,34,207,,,50,29,224,31,0,41,24,258,10,0,37,30,287,22,0,34,22,252,15,0,36,20,292,22,0,48,22,278,16,0,42,20,275,,,50,19,248,18,0
Bibb County AL,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,5,0,0,,,,,
Bibb County GA,32,,32,,0,20,,28,,0,21,,30,,0,20,,24,,0,21,,32,,0,23,,30,,0,15,,38,,0,31,,35,,0,26,,30,,0,23,,25,,,27,,24,,0
Bienville Parish LA,,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Big Horn County MT,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0
Big Horn County WY,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0
Big Stone County MN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Billings County ND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bingham County ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black Hawk County IA,,,,0,0,,,,,,,,,,,,,,,,,,,,,5,0,6,0,0,,0,,,0,,0,5,,0,,0,7,,0,,0,5,,0,,,,,
Blackford County IN,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Bladen County NC,,0,,0,0,,,,,,0,0,6,0,0,5,0,,,0,,,,,,,0,6,,0,,,,,,,0,,0,0,,,,,,,,,,,0,,,0,0
Blaine County ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blaine County MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blaine County NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
