Full Name,AI_AN Diag 08,AI_AN Diag Rate 08,Asian Diag 08,Asian Diag Rate 08,Black Diag 08,Black Diag Rate 08,Latino Diag 08,Latino Diag Rate 08,Multi Diag 08,Multi Diag Rate 08,NH_OPI Diag 08,NH_OPI Diag Rate 08,White Diag 08,White Diag Rate 08,AI_AN Diag 09,AI_AN Diag Rate 09,Asian Diag 09,Asian Diag Rate 09,Black Diag 09,Black Diag Rate 09,Latino Diag 09,Latino Diag Rate 09,Multi Diag 09,Multi Diag Rate 09,NH_OPI Diag 09,NH_OPI Diag Rate 09,White Diag 09,White Diag Rate 09,AI_AN Diag 10,AI_AN Diag Rate 10,Asian Diag 10,Asian Diag Rate 10,Black Diag 10,Black Diag Rate 10,Latino Diag 10,Latino Diag Rate 10,Multi Diag 10,Multi Diag Rate 10,NH_OPI Diag 10,NH_OPI Diag Rate 10,White Diag 10,White Diag Rate 10,AI_AN Diag 11,AI_AN Diag Rate 11,Asian Diag 11,Asian Diag Rate 11,Black Diag 11,Black Diag Rate 11,Latino Diag 11,Latino Diag Rate 11,Multi Diag 11,Multi Diag Rate 11,NH_OPI Diag 11,NH_OPI Diag Rate 11,White Diag 11,White Diag Rate 11,AI_AN Diag 12,AI_AN Diag Rate 12,Asian Diag 12,Asian Diag Rate 12,Black Diag 12,Black Diag Rate 12,Latino Diag 12,Latino Diag Rate 12,Multi Diag 12,Multi Diag Rate 12,NH_OPI Diag 12,NH_OPI Diag Rate 12,White Diag 12,White Diag Rate 12,AI_AN Diag 13,AI_AN Diag Rate 13,Asian Diag 13,Asian Diag Rate 13,Black Diag 13,Black Diag Rate 13,Latino Diag 13,Latino Diag Rate 13,Multi Diag 13,Multi Diag Rate 13,NH_OPI Diag 13,NH_OPI Diag Rate 13,White Diag 13,White Diag Rate 13,AI_AN Diag 14,AI_AN Diag Rate 14,Asian Diag 14,Asian Diag Rate 14,Black Diag 14,Black Diag Rate 14,Latino Diag 14,Latino Diag Rate 14,Multi Diag 14,Multi Diag Rate 14,NH_OPI Diag 14,NH_OPI Diag Rate 14,White Diag 14,White Diag Rate 14,AI_AN Diag 15,AI_AN Diag Rate 15,Asian Diag 15,Asian Diag Rate 15,Black Diag 15,Black Diag Rate 15,Latino Diag 15,Latino Diag Rate 15,Multi Diag 15,Multi Diag Rate 15,NH_OPI Diag 15,NH_OPI Diag Rate 15,White Diag 15,White Diag Rate 15,AI_AN Diag 16,AI_AN Diag Rate 16,Asian Diag 16,Asian Diag Rate 16,Black Diag 16,Black Diag Rate 16,Latino Diag 16,Latino Diag Rate 16,Multi Diag 16,Multi Diag Rate 16,NH_OPI Diag 16,NH_OPI Diag Rate 16,White Diag 16,White Diag Rate 16,AI_AN Diag 17,AI_AN Diag Rate 17,Asian Diag 17,Asian Diag Rate 17,Black Diag 17,Black Diag Rate 17,Latino Diag 17,Latino Diag Rate 17,Multi Diag 17,Multi Diag Rate 17,NH_OPI Diag 17,NH_OPI Diag Rate 17,White Diag 17,White Diag Rate 17,AI_AN Diag 18,AI_AN Diag Rate 18,Asian Diag 18,Asian Diag Rate 18,Black Diag 18,Black Diag Rate 18,Latino Diag 18,Latino Diag Rate 18,Multi Diag 18,Multi Diag Rate 18,NH_OPI Diag 18,NH_OPI Diag Rate 18,White Diag 18,White Diag Rate 18
Warren County NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,
Warren County OH,0,0,0,0,,,0,0,0,0,,,5,3.3,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,,,0,0,0,0,,,5,3.2,0,0,0,0,,,0,0,0,0,,,7,4.5,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,,,6,3.8,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,9,5.5,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,,,0,0,0,0,,,,
Warren County PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,
Warren County TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warren County VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warrick County IN,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wasatch County UT,,,0,0,,,0,0,0,0,,,0,0,,,0,0,,,0,0,0,0,,,0,0,,,0,0,,,0,0,0,0,,,0,0,,,0,0,,,0,0,0,0,,,0,0,,,0,0,,,0,0,0,0,,,0,0,,,0,0,,,0,0,0,0,,,0,0,,,0,0,,,0,0,0,0,,,0,0,,,0,0,,,0,0,0,0,,,0,0,,,0,0,,,0,0,0,0,,,0,0,,,0,0,0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,0,0,,,0,0
Wasco County OR,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0,0,,,0,0,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waseca County MN,0,0,,,0,0,0,0,,,,,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,
Washakie County WY,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0
Washburn County WI,0,0,,,,,0,0,0,0,,,0,0,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,,,0,0
Washington County AL,0,0,,,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington County AR,0,0,,,,,,,0,0,0,0,9,7,0,0,0,0,0,0,,,,,0,0,7,5.4,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,,,0,0,0,0,,,,,,,0,0,11,8.3,0,0,0,0,,,,,0,0,0,0,6,4.5,0,0,0,0,,,,,0,0,0,0,,,0,0,0,0,,,,,,,0,0,5,3.6,0,0,0,0,,,6,22.4,,,0,0,10,7.1,0,0,0,0,6,97.5,,,,,0,0,9,6.3,0,0,,,6,93.6,,,,,0,0,8,5.6
Washington County CO,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0
Washington County FL,0,0,0,0,,,,,0,0,,,5,31.6,0,0,0,0,5,164.6,,,0,0,,,5,31.7,,,,,,,,,,,,,,,0,0,0,0,5,164.1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0,0,,,6,36.3,0,0,0,0,6,190.7,0,0,0,0,,,,,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,
Washington County GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington County IA,,,,,,,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,,,,,0,0,0,0,,,,,0,0,,,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,
Washington County ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington County IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington County IN,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington County KS,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0
Washington County KY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington County MD,,,,,,,,,,,,,25,24,,,,,,,,,,,,,8,7.7,,,,,,,,,,,,,6,5.7,,,,,,,,,,,,,6,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,5,4.9,,,,,,,,,,,,,7,6.8
Washington County ME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington County MN,0,0,0,0,,,0,0,0,0,,,5,3,0,0,0,0,,,,,0,0,,,,,,,0,0,5,79.6,0,0,0,0,,,10,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,7,4,0,0,0,0,,,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,6,3.4,,,0,0,,,0,0,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,5,2.8
Washington County MO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,0,0
Washington County MS,,,0,0,14,49.7,0,0,,,,,0,0,,,0,0,14,49.8,0,0,0,0,,,0,0,,,0,0,15,53,0,0,,,,,0,0,,,0,0,18,64.3,0,0,0,0,,,0,0,,,0,0,5,17.9,0,0,,,,,,,,,0,0,6,21.5,0,0,0,0,,,0,0,,,0,0,9,32.5,0,0,0,0,,,,,,,0,0,8,29.4,0,0,0,0,,,,,,,0,0,12,44.6,0,0,0,0,,,0,0,,,0,0,12,45.4,0,0,0,0,,,0,0,,,0,0,8,30.9,0,0,0,0,,,,
Washington County NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,0,0,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington County NE,,,,,0,0,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,0,0,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,0,0,,,0,0
Washington County NY,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington County OH,,,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington County OK,,,0,0,0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington County OR,0,0,,,5,78.1,9,16.6,0,0,,,26,8.1,0,0,0,0,5,73.7,10,17.6,,,,,19,5.9,0,0,,,,,12,20.5,,,0,0,15,4.8,0,0,0,0,0,0,6,10,0,0,0,0,22,6.9,0,0,,,,,9,14.5,0,0,0,0,18,5.6,0,0,0,0,0,0,12,18.8,,,,,21,6.4,0,0,0,0,,,11,16.7,,,,,20,6.1,0,0,,,,,12,17.7,0,0,0,0,18,5.4,0,0,0,0,,,8,11.4,0,0,,,19,5.7,0,0,,,,,10,13.7,0,0,,,12,3.6,0,0,,,,,19,25,,,,,11,3.3
Washington County PA,0,0,0,0,,,0,0,,,,,,,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,7,4.2,0,0,0,0,,,0,0,0,0,,,8,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0,0,,,5,3,0,0,0,0,,,0,0,0,0,,,5,3
Washington County RI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,0,0,,,8,7.8,,,,,,,,,,,,,,
Washington County TN,0,0,0,0,,,,,0,0,,,,,0,0,0,0,,,0,0,0,0,,,8,8.4,0,0,0,0,0,0,,,0,0,,,6,6.2,,,0,0,0,0,0,0,0,0,,,5,5.2,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,,,,,0,0,0,0,,,,,0,0,,,8,8.2,0,0,0,0,,,0,0,,,,,10,10.2,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,,,0,0,,,,,7,7.1,0,0,0,0,0,0,,,0,0,,,5,5
Washington County TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington County UT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,0,0,,,6,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,6,5.6,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,,
Washington County VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington County VT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington County WI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,
Washington Parish LA,,,,,9,80,0,0,0,0,,,,,,,,,15,134.3,0,0,0,0,,,5,19.8,,,,,,,,,,,,,,,0,0,,,8,70.1,0,0,0,0,,,0,0,0,0,,,5,44,0,0,0,0,,,,,0,0,,,6,53.2,0,0,0,0,,,0,0,0,0,,,7,61.5,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,,5,43.6,0,0,0,0,,,,,0,0,0,0,,,0,0,0,0,,,,,,,0,0,5,43.9,0,0,0,0,,,5,19.4
Washita County OK,0,0,,,,,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,,,0,0,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,,,0,0,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,,,0,0
Washoe County NV,,,,,,,5,8.1,,,0,0,19,8,,,0,0,,,9,14.3,0,0,0,0,17,7.1,0,0,,,5,66.2,6,8.9,0,0,,,13,5.3,0,0,,,,,7,10.1,0,0,0,0,14,5.7,0,0,,,0,0,10,14,,,0,0,12,4.9,,,0,0,5,63.3,12,16.4,0,0,,,20,8.1,0,0,0,0,,,8,10.6,0,0,,,28,11.3,0,0,,,,,8,10.2,,,0,0,23,9.2,,,0,0,,,20,24.6,,,0,0,19,7.5,,,,,,,9,10.7,0,0,0,0,21,8.2,,,,,9,103.2,11,12.6,0,0,0,0,16,6.2
Washtenaw County MI,0,0,0,0,14,40.3,,,,,0,0,7,3.2,0,0,0,0,10,28.5,,,,,0,0,10,4.5,0,0,0,0,12,33.9,0,0,,,,,9,4.1,0,0,0,0,12,33.4,,,,,0,0,11,5,0,0,0,0,8,22,,,0,0,,,16,7.3,0,0,0,0,22,59.8,,,,,0,0,8,3.6,0,0,,,11,29.6,0,0,,,0,0,12,5.3,0,0,,,16,42.7,5,38.9,,,0,0,11,4.9,0,0,,,10,26.6,5,37.3,,,0,0,15,6.6,0,0,,,5,13.3,,,,,0,0,9,3.9,0,0,,,15,40,5,34.8,,,0,0,12,5.2
Watauga County NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Watonwan County MN,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,0
Waukesha County WI,0,0,0,0,0,0,0,0,,,,,5,1.7,0,0,0,0,,,0,0,0,0,,,,,,,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,,,0,0,5,1.7,0,0,0,0,0,0,0,0,0,0,0,0,5,1.6,,,,,,,,,,,,,,,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,5,1.6
Waupaca County WI,,,0,0,0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0
Waushara County WI,,,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,0,0,,,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,0,0,,,0,0
Wayne County GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wayne County IA,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,
Wayne County IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wayne County IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0
Wayne County KY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wayne County MI,0,0,,,309,48.4,18,25.2,15,87.3,,,35,4.2,0,0,0,0,305,48.5,12,16.5,16,93.5,0,0,42,5.1,0,0,0,0,296,49.6,14,20.7,11,49.5,0,0,43,5.6,0,0,,,274,46.6,20,29.2,5,22,,,45,5.9,,,,,285,49,7,10,12,51.4,0,0,57,7.4,0,0,,,265,46.4,9,12.7,7,29.3,,,46,6,,,,,291,51.5,9,12.4,6,24.5,0,0,49,6.5,0,0,,,266,47.5,12,16.3,,,0,0,39,5.2,0,0,,,259,46.7,18,24,6,23.3,,,50,6.7,0,0,,,250,45.4,17,22.1,5,18.9,,,53,7.1,0,0,,,244,44.6,12,15.2,5,18.3,,,37,5
Wayne County MO,,,,,,,,,0,0,,,0,0,,,,,,,,,0,0,,,0,0,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,0,0,,,0,0
Wayne County MS,,,,,0,0,0,0,,,,,0,0,,,,,0,0,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,5,79,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,0,0,,,0,0
